timestamp_ms,block_number,last_variant,tx_count,warm_hits,cold_misses,warm_set_size,warm_hit_rate,scheduler_overhead_us,block_duration_ms,gc_young_delta_count,gc_old_delta_count,gc_young_delta_ms,gc_old_delta_ms,gc_total_delta_ms,gc_pause_ratio
1778480734902,1,HYBRID_FEE_LOCALITY,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778480737126,2,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,3083,36,0,0,0,0,0,0.0000
1778480737169,3,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,692,8,0,0,0,0,0,0.0000
1778480737364,4,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,570,8,0,0,0,0,0,0.0000
1778480737597,5,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,506,6,0,0,0,0,0,0.0000
1778480738112,6,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,510,4,0,0,0,0,0,0.0000
1778480738356,7,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,456,5,0,0,0,0,0,0.0000
1778480738407,8,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,519,5,0,0,0,0,0,0.0000
1778480738498,9,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,526,6,0,0,0,0,0,0.0000
1778480738600,10,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,588,5,0,0,0,0,0,0.0000
1778480738697,11,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,554,5,0,0,0,0,0,0.0000
1778480738892,12,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,463,5,0,0,0,0,0,0.0000
1778480739168,13,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,465,6,0,0,0,0,0,0.0000
1778480739338,14,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,667,6,0,0,0,0,0,0.0000
1778480739852,15,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,514,7,0,0,0,0,0,0.0000
1778480740395,16,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,296,4,0,0,0,0,0,0.0000
1778480740603,17,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,337,3,0,0,0,0,0,0.0000
1778480740685,18,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,327,4,0,0,0,0,0,0.0000
1778480740797,19,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,319,3,0,0,0,0,0,0.0000
1778480741075,20,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,451,5,0,0,0,0,0,0.0000
1778480741383,21,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,510,5,0,0,0,0,0,0.0000
1778480742006,22,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,497,5,0,0,0,0,0,0.0000
1778480743652,23,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,242,2,0,0,0,0,0,0.0000
1778480744004,24,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,214,2,0,0,0,0,0,0.0000
1778480745007,25,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,234,4,0,0,0,0,0,0.0000
1778480746006,26,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,248,3,0,0,0,0,0,0.0000
1778480747005,27,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,333,3,0,0,0,0,0,0.0000
1778480748004,28,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,219,2,0,0,0,0,0,0.0000
1778480749005,29,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,261,2,0,0,0,0,0,0.0000
1778480750004,30,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,229,2,0,0,0,0,0,0.0000
1778480751005,31,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,388,3,0,0,0,0,0,0.0000
1778480752005,32,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,394,3,0,0,0,0,0,0.0000
1778480753004,33,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,254,2,0,0,0,0,0,0.0000
1778480754005,34,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,261,3,0,0,0,0,0,0.0000
1778480755006,35,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,267,3,0,0,0,0,0,0.0000
1778480756006,36,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,359,4,0,0,0,0,0,0.0000
1778480757005,37,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,240,2,0,0,0,0,0,0.0000
1778480758005,38,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,242,2,0,0,0,0,0,0.0000
1778480759005,39,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,352,3,0,0,0,0,0,0.0000
1778480760005,40,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,263,2,0,0,0,0,0,0.0000
1778480761005,41,HYBRID_FEE_LOCALITY,4,0,0,1,0.0000,204,3,0,0,0,0,0,0.0000
1778480762004,42,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,262,2,0,0,0,0,0,0.0000
1778480763005,43,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,244,2,0,0,0,0,0,0.0000
1778480764005,44,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,284,3,0,0,0,0,0,0.0000
1778480765003,45,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,245,2,0,0,0,0,0,0.0000
1778480766003,46,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,189,2,0,0,0,0,0,0.0000
1778480767004,47,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,282,2,0,0,0,0,0,0.0000
1778480768005,48,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,244,3,0,0,0,0,0,0.0000
1778480769004,49,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,256,2,0,0,0,0,0,0.0000
1778480770004,50,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,230,1,0,0,0,0,0,0.0000
1778480771005,51,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,228,2,0,0,0,0,0,0.0000
1778480772004,52,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,233,2,0,0,0,0,0,0.0000
1778480773004,53,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,238,2,0,0,0,0,0,0.0000
1778480774004,54,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,235,2,0,0,0,0,0,0.0000
1778480775004,55,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,214,2,0,0,0,0,0,0.0000
1778480776004,56,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,253,2,0,0,0,0,0,0.0000
1778480777004,57,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,609,2,0,0,0,0,0,0.0000
1778480778006,58,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,337,3,0,0,0,0,0,0.0000
1778480779004,59,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,214,2,0,0,0,0,0,0.0000
1778480780004,60,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,225,2,0,0,0,0,0,0.0000
1778480781003,61,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,300,2,0,0,0,0,0,0.0000
1778480782004,62,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,198,1,0,0,0,0,0,0.0000
1778480783004,63,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,198,1,0,0,0,0,0,0.0000
1778480784004,64,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,199,2,0,0,0,0,0,0.0000
1778480785004,65,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,204,1,0,0,0,0,0,0.0000
1778480786005,66,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,220,2,0,0,0,0,0,0.0000
1778480787003,67,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,232,1,0,0,0,0,0,0.0000
1778480788004,68,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,204,1,0,0,0,0,0,0.0000
1778480789004,69,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,185,2,0,0,0,0,0,0.0000
1778480790004,70,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,204,2,0,0,0,0,0,0.0000
1778480791004,71,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,194,2,0,0,0,0,0,0.0000
1778480792003,72,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,193,2,0,0,0,0,0,0.0000
1778480793004,73,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,181,2,0,0,0,0,0,0.0000
1778480794004,74,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,190,1,0,0,0,0,0,0.0000
1778480795004,75,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,188,2,0,0,0,0,0,0.0000
1778480796004,76,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,177,1,0,0,0,0,0,0.0000
1778480797003,77,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,252,2,0,0,0,0,0,0.0000
1778480798003,78,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,177,2,0,0,0,0,0,0.0000
1778480799004,79,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,171,1,0,0,0,0,0,0.0000
