timestamp_ms,block_number,last_variant,tx_count,warm_hits,cold_misses,warm_set_size,warm_hit_rate,scheduler_overhead_us,block_duration_ms,gc_young_delta_count,gc_old_delta_count,gc_young_delta_ms,gc_old_delta_ms,gc_total_delta_ms,gc_pause_ratio
1778548014066,1,DISABLED,0,0,0,0,0.0000,0,2,0,0,0,0,0,0.0000
1778548015159,2,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548016158,3,DISABLED,103,0,0,0,0.0000,0,68,0,0,0,0,0,0.0000
1778548016231,4,DISABLED,5,0,0,0,0.0000,0,2,0,0,0,0,0,0.0000
1778548016975,5,DISABLED,83,0,0,0,0.0000,0,21,0,0,0,0,0,0.0000
1778548017337,6,DISABLED,44,0,0,0,0.0000,0,10,0,0,0,0,0,0.0000
1778548017390,7,DISABLED,6,0,0,0,0.0000,0,1,0,0,0,0,0,0.0000
1778548017619,8,DISABLED,29,0,0,0,0.0000,0,7,0,0,0,0,0,0.0000
1778548017677,9,DISABLED,7,0,0,0,0.0000,0,1,0,0,0,0,0,0.0000
1778548018197,10,DISABLED,53,0,0,0,0.0000,0,9,0,0,0,0,0,0.0000
1778548019046,11,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548019269,12,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548019515,13,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548019554,14,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548020197,15,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548020257,16,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548020335,17,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548021564,18,DISABLED,0,0,0,0,0.0000,0,9,0,0,0,0,0,0.0000
1778548022065,19,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548022328,20,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548022437,21,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548022841,22,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548022863,23,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548022933,24,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548023194,25,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548024001,26,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548025002,27,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548026002,28,DISABLED,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778548027084,29,DISABLED,6,0,0,0,0.0000,0,81,0,0,0,0,0,0.0000
1778548028039,30,DISABLED,6,0,0,0,0.0000,0,37,0,0,0,0,0,0.0000
1778548029029,31,DISABLED,6,0,0,0,0.0000,0,27,0,0,0,0,0,0.0000
1778548030027,32,DISABLED,6,0,0,0,0.0000,0,25,0,0,0,0,0,0.0000
1778548031030,33,DISABLED,6,0,0,0,0.0000,0,26,0,0,0,0,0,0.0000
1778548032020,34,DISABLED,6,0,0,0,0.0000,0,18,0,0,0,0,0,0.0000
1778548033027,35,DISABLED,6,0,0,0,0.0000,0,25,0,0,0,0,0,0.0000
1778548034031,36,DISABLED,6,0,0,0,0.0000,0,27,0,0,0,0,0,0.0000
1778548035492,37,DISABLED,6,0,0,0,0.0000,0,22,0,0,0,0,0,0.0000
1778548036321,38,DISABLED,6,0,0,0,0.0000,0,26,0,0,0,0,0,0.0000
1778548037025,39,DISABLED,6,0,0,0,0.0000,0,23,0,0,0,0,0,0.0000
1778548038027,40,DISABLED,6,0,0,0,0.0000,0,24,0,0,0,0,0,0.0000
1778548039035,41,DISABLED,6,0,0,0,0.0000,0,34,0,0,0,0,0,0.0000
1778548040034,42,DISABLED,6,0,0,0,0.0000,0,32,0,0,0,0,0,0.0000
1778548041032,43,DISABLED,6,0,0,0,0.0000,0,29,0,0,0,0,0,0.0000
1778548042020,44,DISABLED,6,0,0,0,0.0000,0,17,0,0,0,0,0,0.0000
1778548043024,45,DISABLED,6,0,0,0,0.0000,0,23,0,0,0,0,0,0.0000
1778548044026,46,DISABLED,6,0,0,0,0.0000,0,24,0,0,0,0,0,0.0000
1778548045029,47,DISABLED,6,0,0,0,0.0000,0,27,0,0,0,0,0,0.0000
1778548046027,48,DISABLED,6,0,0,0,0.0000,0,25,0,0,0,0,0,0.0000
1778548047019,49,DISABLED,6,0,0,0,0.0000,0,16,0,0,0,0,0,0.0000
1778548048024,50,DISABLED,6,0,0,0,0.0000,0,22,0,0,0,0,0,0.0000
1778548049026,51,DISABLED,6,0,0,0,0.0000,0,24,0,0,0,0,0,0.0000
1778548050031,52,DISABLED,6,0,0,0,0.0000,0,25,0,0,0,0,0,0.0000
1778548051027,53,DISABLED,6,0,0,0,0.0000,0,25,0,0,0,0,0,0.0000
1778548052026,54,DISABLED,6,0,0,0,0.0000,0,23,0,0,0,0,0,0.0000
1778548053027,55,DISABLED,6,0,0,0,0.0000,0,25,0,0,0,0,0,0.0000
1778548054030,56,DISABLED,6,0,0,0,0.0000,0,28,0,0,0,0,0,0.0000
1778548055022,57,DISABLED,6,0,0,0,0.0000,0,21,0,0,0,0,0,0.0000
1778548056026,58,DISABLED,6,0,0,0,0.0000,0,23,0,0,0,0,0,0.0000
1778548057019,59,DISABLED,6,0,0,0,0.0000,0,16,0,0,0,0,0,0.0000
1778548058020,60,DISABLED,6,0,0,0,0.0000,0,18,0,0,0,0,0,0.0000
1778548059020,61,DISABLED,6,0,0,0,0.0000,0,18,0,0,0,0,0,0.0000
1778548060023,62,DISABLED,6,0,0,0,0.0000,0,21,0,0,0,0,0,0.0000
1778548061025,63,DISABLED,6,0,0,0,0.0000,0,23,0,0,0,0,0,0.0000
1778548062018,64,DISABLED,6,0,0,0,0.0000,0,16,0,0,0,0,0,0.0000
1778548063022,65,DISABLED,6,0,0,0,0.0000,0,20,0,0,0,0,0,0.0000
1778548064023,66,DISABLED,6,0,0,0,0.0000,0,21,0,0,0,0,0,0.0000
1778548065022,67,DISABLED,6,0,0,0,0.0000,0,21,0,0,0,0,0,0.0000
1778548066027,68,DISABLED,6,0,0,0,0.0000,0,25,0,0,0,0,0,0.0000
1778548067018,69,DISABLED,6,0,0,0,0.0000,0,15,0,0,0,0,0,0.0000
1778548068021,70,DISABLED,6,0,0,0,0.0000,0,19,0,0,0,0,0,0.0000
1778548069020,71,DISABLED,6,0,0,0,0.0000,0,17,0,0,0,0,0,0.0000
1778548070053,72,DISABLED,6,0,0,0,0.0000,0,21,0,0,0,0,0,0.0000
1778548071023,73,DISABLED,6,0,0,0,0.0000,0,20,0,0,0,0,0,0.0000
1778548072016,74,DISABLED,6,0,0,0,0.0000,0,14,0,0,0,0,0,0.0000
1778548073022,75,DISABLED,6,0,0,0,0.0000,0,19,0,0,0,0,0,0.0000
1778548074022,76,DISABLED,6,0,0,0,0.0000,0,20,0,0,0,0,0,0.0000
1778548075019,77,DISABLED,6,0,0,0,0.0000,0,17,0,0,0,0,0,0.0000
1778548076023,78,DISABLED,6,0,0,0,0.0000,0,20,0,0,0,0,0,0.0000
1778548077016,79,DISABLED,6,0,0,0,0.0000,0,15,0,0,0,0,0,0.0000
1778548078022,80,DISABLED,6,0,0,0,0.0000,0,19,0,0,0,0,0,0.0000
1778548079019,81,DISABLED,6,0,0,0,0.0000,0,17,0,0,0,0,0,0.0000
1778548080022,82,DISABLED,6,0,0,0,0.0000,0,20,0,0,0,0,0,0.0000
1778548081022,83,DISABLED,6,0,0,0,0.0000,0,21,0,0,0,0,0,0.0000
1778548082026,84,DISABLED,6,0,0,0,0.0000,0,24,0,0,0,0,0,0.0000
1778548083020,85,DISABLED,6,0,0,0,0.0000,0,19,0,0,0,0,0,0.0000
1778548085082,86,DISABLED,6,0,0,0,0.0000,0,19,0,0,0,0,0,0.0000
1778548085209,87,DISABLED,6,0,0,0,0.0000,0,18,0,0,0,0,0,0.0000
1778548086032,88,DISABLED,6,0,0,0,0.0000,0,31,0,0,0,0,0,0.0000
1778548087016,89,DISABLED,6,0,0,0,0.0000,0,14,0,0,0,0,0,0.0000
1778548088021,90,DISABLED,6,0,0,0,0.0000,0,20,0,0,0,0,0,0.0000
1778548089023,91,DISABLED,6,0,0,0,0.0000,0,20,0,0,0,0,0,0.0000
1778548090020,92,DISABLED,6,0,0,0,0.0000,0,17,0,0,0,0,0,0.0000
1778548091022,93,DISABLED,6,0,0,0,0.0000,0,20,0,0,0,0,0,0.0000
1778548092015,94,DISABLED,6,0,0,0,0.0000,0,14,0,0,0,0,0,0.0000
1778548093023,95,DISABLED,6,0,0,0,0.0000,0,20,0,0,0,0,0,0.0000
1778548094024,96,DISABLED,6,0,0,0,0.0000,0,22,0,0,0,0,0,0.0000
1778548095021,97,DISABLED,6,0,0,0,0.0000,0,19,0,0,0,0,0,0.0000
1778548096023,98,DISABLED,6,0,0,0,0.0000,0,20,0,0,0,0,0,0.0000
1778548097015,99,DISABLED,6,0,0,0,0.0000,0,14,0,0,0,0,0,0.0000
1778548098021,100,DISABLED,6,0,0,0,0.0000,0,18,0,0,0,0,0,0.0000
1778548099020,101,DISABLED,6,0,0,0,0.0000,0,18,0,0,0,0,0,0.0000
1778548100021,102,DISABLED,6,0,0,0,0.0000,0,18,0,0,0,0,0,0.0000
1778548101037,103,DISABLED,6,0,0,0,0.0000,0,35,0,0,0,0,0,0.0000
