timestamp_ms,block_number,last_variant,tx_count,warm_hits,cold_misses,warm_set_size,warm_hit_rate,scheduler_overhead_us,block_duration_ms,gc_young_delta_count,gc_old_delta_count,gc_young_delta_ms,gc_old_delta_ms,gc_total_delta_ms,gc_pause_ratio
1778550564666,1,ADDRESS_LOCALITY,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778550565676,2,ADDRESS_LOCALITY,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778550565725,3,ADDRESS_LOCALITY,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778550565797,4,ADDRESS_LOCALITY,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778550565809,5,ADDRESS_LOCALITY,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778550566665,6,ADDRESS_LOCALITY,2,0,0,1,0.0000,665,30,0,0,0,0,0,0.0000
1778550566762,7,ADDRESS_LOCALITY,1,0,0,1,0.0000,48,8,0,0,0,0,0,0.0000
1778550566830,8,ADDRESS_LOCALITY,2,0,0,1,0.0000,23,5,0,0,0,0,0,0.0000
1778550566917,9,ADDRESS_LOCALITY,1,0,0,1,0.0000,25,2,0,0,0,0,0,0.0000
1778550567321,10,ADDRESS_LOCALITY,4,0,0,1,0.0000,34,5,0,0,0,0,0,0.0000
1778550567668,11,ADDRESS_LOCALITY,1,0,0,1,0.0000,40,4,0,0,0,0,0,0.0000
1778550567762,12,ADDRESS_LOCALITY,2,0,0,1,0.0000,53,4,0,0,0,0,0,0.0000
1778550568229,13,ADDRESS_LOCALITY,3,0,0,1,0.0000,75,6,0,0,0,0,0,0.0000
1778550568396,14,ADDRESS_LOCALITY,1,0,0,1,0.0000,57,5,0,0,0,0,0,0.0000
1778550568601,15,ADDRESS_LOCALITY,3,0,0,1,0.0000,74,31,0,0,0,0,0,0.0000
1778550568773,16,ADDRESS_LOCALITY,2,0,0,1,0.0000,74,7,0,0,0,0,0,0.0000
1778550568859,17,ADDRESS_LOCALITY,2,0,0,1,0.0000,59,6,0,0,0,0,0,0.0000
1778550568950,18,ADDRESS_LOCALITY,3,0,0,1,0.0000,60,6,0,0,0,0,0,0.0000
1778550568992,19,ADDRESS_LOCALITY,2,0,0,1,0.0000,118,6,0,0,0,0,0,0.0000
1778550569414,20,ADDRESS_LOCALITY,1,0,0,1,0.0000,54,4,0,0,0,0,0,0.0000
1778550569594,21,ADDRESS_LOCALITY,2,0,0,1,0.0000,50,5,0,0,0,0,0,0.0000
1778550570007,22,ADDRESS_LOCALITY,1,0,0,1,0.0000,74,5,0,0,0,0,0,0.0000
1778550571007,23,ADDRESS_LOCALITY,3,0,0,1,0.0000,71,5,0,0,0,0,0,0.0000
1778550572006,24,ADDRESS_LOCALITY,1,0,0,1,0.0000,69,3,0,0,0,0,0,0.0000
1778550573006,25,ADDRESS_LOCALITY,3,0,0,1,0.0000,303,4,0,0,0,0,0,0.0000
1778550574007,26,ADDRESS_LOCALITY,1,0,0,1,0.0000,67,5,0,0,0,0,0,0.0000
1778550575003,27,ADDRESS_LOCALITY,1,0,0,1,0.0000,70,2,0,0,0,0,0,0.0000
1778550576005,28,ADDRESS_LOCALITY,1,0,0,1,0.0000,79,2,0,0,0,0,0,0.0000
1778550577005,29,ADDRESS_LOCALITY,1,0,0,1,0.0000,75,2,0,0,0,0,0,0.0000
1778550578006,30,ADDRESS_LOCALITY,2,0,0,1,0.0000,79,3,0,0,0,0,0,0.0000
1778550579005,31,ADDRESS_LOCALITY,2,0,0,1,0.0000,64,3,0,0,0,0,0,0.0000
1778550580005,32,ADDRESS_LOCALITY,1,0,0,1,0.0000,56,2,0,0,0,0,0,0.0000
1778550581004,33,ADDRESS_LOCALITY,2,0,0,1,0.0000,56,2,0,0,0,0,0,0.0000
1778550582005,34,ADDRESS_LOCALITY,3,0,0,1,0.0000,50,3,0,0,0,0,0,0.0000
1778550583201,35,ADDRESS_LOCALITY,2,0,0,1,0.0000,64,2,0,0,0,0,0,0.0000
1778550584004,36,ADDRESS_LOCALITY,2,0,0,1,0.0000,46,2,0,0,0,0,0,0.0000
1778550585004,37,ADDRESS_LOCALITY,1,0,0,1,0.0000,46,1,0,0,0,0,0,0.0000
1778550586005,38,ADDRESS_LOCALITY,3,0,0,1,0.0000,50,2,0,0,0,0,0,0.0000
1778550587004,39,ADDRESS_LOCALITY,3,0,0,1,0.0000,45,2,0,0,0,0,0,0.0000
