timestamp_ms,block_number,last_variant,tx_count,warm_hits,cold_misses,warm_set_size,warm_hit_rate,scheduler_overhead_us,block_duration_ms,gc_young_delta_count,gc_old_delta_count,gc_young_delta_ms,gc_old_delta_ms,gc_total_delta_ms,gc_pause_ratio
1778549965836,1,ADDRESS_LOCALITY,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778549966855,2,ADDRESS_LOCALITY,2,0,0,1,0.0000,341,19,0,0,0,0,0,0.0000
1778549967019,3,ADDRESS_LOCALITY,4,0,0,1,0.0000,17,6,0,0,0,0,0,0.0000
1778549967412,4,ADDRESS_LOCALITY,4,0,0,1,0.0000,22,8,0,0,0,0,0,0.0000
1778549967609,5,ADDRESS_LOCALITY,2,0,0,1,0.0000,31,6,0,0,0,0,0,0.0000
1778549967988,6,ADDRESS_LOCALITY,1,0,0,1,0.0000,32,5,0,0,0,0,0,0.0000
1778549968020,7,ADDRESS_LOCALITY,2,0,0,1,0.0000,45,4,0,0,0,0,0,0.0000
1778549968083,8,ADDRESS_LOCALITY,2,0,0,1,0.0000,27,3,0,0,0,0,0,0.0000
1778549968463,9,ADDRESS_LOCALITY,3,0,0,1,0.0000,58,4,0,0,0,0,0,0.0000
1778549968555,10,ADDRESS_LOCALITY,2,0,0,1,0.0000,38,4,0,0,0,0,0,0.0000
1778549969395,11,ADDRESS_LOCALITY,2,0,0,1,0.0000,80,6,0,0,0,0,0,0.0000
1778549969886,12,ADDRESS_LOCALITY,3,0,0,1,0.0000,52,5,0,0,0,0,0,0.0000
1778549969952,13,ADDRESS_LOCALITY,2,0,0,1,0.0000,58,4,0,0,0,0,0,0.0000
1778549970174,14,ADDRESS_LOCALITY,1,0,0,1,0.0000,76,5,0,0,0,0,0,0.0000
1778549970242,15,ADDRESS_LOCALITY,2,0,0,1,0.0000,55,6,0,0,0,0,0,0.0000
1778549970307,16,ADDRESS_LOCALITY,1,0,0,1,0.0000,54,5,0,0,0,0,0,0.0000
1778549970483,17,ADDRESS_LOCALITY,3,0,0,1,0.0000,51,4,0,0,0,0,0,0.0000
1778549970656,18,ADDRESS_LOCALITY,1,0,0,1,0.0000,54,3,0,0,0,0,0,0.0000
1778549970799,19,ADDRESS_LOCALITY,3,0,0,1,0.0000,50,3,0,0,0,0,0,0.0000
1778549970863,20,ADDRESS_LOCALITY,1,0,0,1,0.0000,51,3,0,0,0,0,0,0.0000
1778549970924,21,ADDRESS_LOCALITY,1,0,0,1,0.0000,52,3,0,0,0,0,0,0.0000
1778549971006,22,ADDRESS_LOCALITY,1,0,0,1,0.0000,75,4,0,0,0,0,0,0.0000
1778549972005,23,ADDRESS_LOCALITY,1,0,0,1,0.0000,71,3,0,0,0,0,0,0.0000
1778549973006,24,ADDRESS_LOCALITY,2,0,0,1,0.0000,76,3,0,0,0,0,0,0.0000
1778549974007,25,ADDRESS_LOCALITY,2,0,0,1,0.0000,66,4,0,0,0,0,0,0.0000
