timestamp_ms,block_number,last_variant,tx_count,warm_hits,cold_misses,warm_set_size,warm_hit_rate,scheduler_overhead_us,block_duration_ms,gc_young_delta_count,gc_old_delta_count,gc_young_delta_ms,gc_old_delta_ms,gc_total_delta_ms,gc_pause_ratio
1778482248899,1,HYBRID_FEE_LOCALITY,0,0,0,0,0.0000,0,0,0,0,0,0,0,0.0000
1778482250041,2,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,1288,23,0,0,0,0,0,0.0000
1778482250159,3,HYBRID_FEE_LOCALITY,4,0,0,1,0.0000,170,4,0,0,0,0,0,0.0000
1778482250271,4,HYBRID_FEE_LOCALITY,4,0,0,1,0.0000,297,5,0,0,0,0,0,0.0000
1778482250363,5,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,254,5,0,0,0,0,0,0.0000
1778482250678,6,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,433,5,0,0,0,0,0,0.0000
1778482251150,7,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,646,6,0,0,0,0,0,0.0000
1778482251557,8,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,548,7,0,0,0,0,0,0.0000
1778482251786,9,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,425,5,0,0,0,0,0,0.0000
1778482251979,10,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,479,6,0,0,0,0,0,0.0000
1778482252147,11,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,506,6,0,0,0,0,0,0.0000
1778482252376,12,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,537,7,0,0,0,0,0,0.0000
1778482252527,13,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,1113,8,0,0,0,0,0,0.0000
1778482252563,14,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,693,7,0,0,0,0,0,0.0000
1778482253375,15,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,699,7,0,0,0,0,0,0.0000
1778482253576,16,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,498,5,0,0,0,0,0,0.0000
1778482253945,17,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,520,6,0,0,0,0,0,0.0000
1778482254044,18,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,502,5,0,0,0,0,0,0.0000
1778482254446,19,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,526,6,0,0,0,0,0,0.0000
1778482254590,20,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,412,4,0,0,0,0,0,0.0000
1778482254791,21,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,382,4,0,0,0,0,0,0.0000
1778482255177,22,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,362,3,0,0,0,0,0,0.0000
1778482256006,23,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,371,4,0,0,0,0,0,0.0000
1778482257006,24,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,413,4,0,0,0,0,0,0.0000
1778482258005,25,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,268,3,0,0,0,0,0,0.0000
1778482259004,26,HYBRID_FEE_LOCALITY,1,0,0,1,0.0000,276,2,0,0,0,0,0,0.0000
1778482260005,27,HYBRID_FEE_LOCALITY,2,0,0,1,0.0000,280,3,0,0,0,0,0,0.0000
1778482261005,28,HYBRID_FEE_LOCALITY,3,0,0,1,0.0000,221,3,0,0,0,0,0,0.0000
